map,cycles_per_km,amplitude_levels
ours_before_detail,0.0026324213221915224,113120.8857137316
ours_before_detail,0.005264842644383045,52698.76098220054
ours_before_detail,0.007897263966574567,26499.037875383274
ours_before_detail,0.01052968528876609,15504.61221684904
ours_before_detail,0.013162106610957612,10066.417563371006
ours_before_detail,0.015794527933149134,7388.985786351975
ours_before_detail,0.018426949255340656,5490.695790364888
ours_before_detail,0.02105937057753218,3833.16129656765
ours_before_detail,0.023691791899723702,2736.20375195106
ours_before_detail,0.026324213221915225,2093.614172221862
ours_before_detail,0.028956634544106744,1604.6412698498682
ours_before_detail,0.03158905586629827,1267.3581195268134
ours_before_detail,0.03422147718848979,982.0930861263524
ours_before_detail,0.03685389851068131,837.9294642304357
ours_before_detail,0.03948631983287283,687.702852284217
ours_before_detail,0.04211874115506436,585.9354965344144
ours_before_detail,0.04475116247725588,505.710395342614
ours_before_detail,0.047383583799447404,444.57731908319175
ours_before_detail,0.05001600512163892,396.25141520961705
ours_before_detail,0.05264842644383045,354.98123778057305
ours_before_detail,0.05528084776602197,318.478152531382
ours_before_detail,0.05791326908821349,296.4243410967143
ours_before_detail,0.060545690410405015,279.3011023239776
ours_before_detail,0.06317811173259653,260.9323152732056
ours_before_detail,0.06581053305478805,244.1208072841331
ours_before_detail,0.06844295437697959,233.7724517503401
ours_before_detail,0.0710753756991711,223.67812548111058
ours_before_detail,0.07370779702136263,208.03428087319392
ours_before_detail,0.07634021834355414,198.1467503655374
ours_before_detail,0.07897263966574566,190.71832455252408
ours_before_detail,0.0816050609879372,183.28395168890248
ours_before_detail,0.08423748231012872,177.71523640117994
ours_before_detail,0.08686990363232024,170.59652282644348
ours_before_detail,0.08950232495451176,165.6083953043848
ours_before_detail,0.09213474627670329,164.2876481491659
ours_before_detail,0.09476716759889481,162.86654688676205
ours_before_detail,0.09739958892108633,158.15051501303552
ours_before_detail,0.10003201024327785,151.71386244410985
ours_before_detail,0.10266443156546937,148.26972189249997
ours_before_detail,0.1052968528876609,145.2148001584264
ours_before_detail,0.10792927420985242,143.10741459820414
ours_before_detail,0.11056169553204394,141.2117307670473
ours_before_detail,0.11319411685423546,138.09792963857734
ours_before_detail,0.11582653817642698,136.2348110505118
ours_before_detail,0.11845895949861851,131.554494282045
ours_before_detail,0.12109138082081003,130.3718195992699
ours_before_detail,0.12372380214300155,128.88045181101174
ours_before_detail,0.12635622346519307,126.1767413554383
ours_before_detail,0.1289886447873846,123.66500556301192
ours_before_detail,0.1316210661095761,121.27419024374774
ours_before_detail,0.13425348743176763,119.36779263127498
ours_before_detail,0.13688590875395917,116.62284209583639
ours_before_detail,0.1395183300761507,116.19965113191081
ours_before_detail,0.1421507513983422,111.07422132548369
ours_before_detail,0.14478317272053373,108.95054150623879
ours_before_detail,0.14741559404272525,108.35076396364833
